id,name,region_type,kingdom_id,description_text,notes,products,area_km2,created_at
32,South Harlindon,province,26,"South Harlindon is a green, quiet coastal and forest region south of the Gulf of Lhûn. Historically a fief under Celeborn, Harlindon is characterized by lowlands cloaked in rich deciduous and coniferous forests and a long-term peaceful rural atmosphere. The eastern foothills are used by Dwarves for active coal and iron mines. Geology consists of folded sedimentary rock (slate and sandstone) with rich iron lodes and abundant coal deposits in forlindon.","South Harlindon represents the rustic, woodland-oriented side of Lindon, in contrast to the high-craft ports of Forlindon. Eerily beautiful remnants of Beleriand, characterized by rugged coastal hills, fertile valleys, and evergreen forests. A light rain, drizzle, or ethereal fog falls on most days of the year, allowing mosses, ferns, firs, and spruce to thrive.","Ships, fish, rope, textiles, herbs.",28218.6896602588,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
54,Talath Muil,province,6,"Talath Muil ('Drear Plain') is the rugged highland plain forming the northwestern marches of Arthedain, dividing northern Arthedain from the Wash Tundra and the Vale of the Lhûn. It is a windswept, largely treeless upland of low grass and open grassland, dotted with large wildflower meadows and small copses of ash and birch. To the east it abuts the rocky western edges of the northern Hills of Evendim, whose rough ground is difficult to traverse even on foot, and whose rocky hills gradually mellow into grass-covered downs and finally spill northeast into the dry plateau of the Rammas Forod.","Talath Muil, as framed here, is a cold, foggy, windswept upland between Arthedain and the far northern tundra, ecologically distinct from the more populated Evendim Hills and Emyn Uial. For your map and climate model (Third Age, pre-War of the Ring), treat it as a marginal, low-productivity biome with strong wind exposure, constant damp, and limited human presence, but with important military and ecological links to the Hills of Evendim, Rammas Forod and the Wash Tundra.[file:179][file:132]",,34926.1288098374,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
67,Talath Uichel,province,1,"Talath Uichel, the Plain of Everlasting Cold, is the vast tundra interior east of Forochel, structured into green belts and herding grounds, while beyond its northern edge lies the Landless Land, the polar ice-cap desert at the very end of Middle-earth.","Use this region for large-scale herd migrations, overland routes, Angmar–Arthedain maneuvering and polar expeditions; coastal and marine gameplay, iceberg travel and bay whaling belong primarily to the Forochel region.[file:39]",,62555.3620429798,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
85,The Shire,province,6,"Arthedain is the northern Dúnedain kingdom in Eriador, cradled between the Blue Mountains and the Misty Mountains and bounded by the rivers Lhûn and Baranduin, a cool, sparsely populated realm of rocky hills, downs, marshes, and the Shire, ruled from Fornost as the last Númenórean realm in the North in T.A. 1640.","This Arthedain object is meant to capture the realm as described around T.A. 1640 in Rangers of the North, with climate and landforms usable as a base layer for pathfinding, biome assignment and climate modeling; more focused regions like Angmar, Cardolan and Rhudaur are handled in their own supplements.[file:25]","Wool, grain, silver, copper, books.",26091.0474885275,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
22,Tol Fuin,province,24,"Lindon is the westernmost Elvish realm of Middle-earth, the remnant of Ossiriand that survived the War of Wrath. After the breaking and flooding of Beleriand, the Great Sea breached the Blue Mountains to form the Gulf of Lhûn, dividing Lindon into Forlindon (North Lindon) and Harlindon (South Lindon), with the River Lhûn as the eastern border against Arnor. Throughout the Second and early Third Age it is the principal Elven coastal realm and home of the Grey Havens (Mithlond). Geology consists of folded sedimentary rock (slate and sandstone) with rich iron lodes and abundant coal deposits in forlindon.","This Lindon work is an unlicensed, non-commercial fan-made Realm (version 3.2, 2023) rather than an original ICE product, but it is structured like a MERP Realm and synthesizes Tolkien canon with MERP-style material. For your Middle-earth-on-Europe map, Lindon should be treated as one macro-region with internal subregions (Forlindon, Harlindon, Rhûnlindon) sharing a maritime temperate climate, and Mithlond explicitly marked as a major harbor node. Climate numbers (temperature ranges and precipitation) from the Traveller’s Guide can be mapped directly onto your climate system for coastal vs mountain bands, while the Wandering Companies’ route description provides a canonical overland corridor from Imladris to the Grey Havens for your path and distance calculations.[file:99] Eerily beautiful remnants of Beleriand, characterized by rugged coastal hills, fertile valleys, and evergreen forests. A light rain, drizzle, or ethereal fog falls on most days of the year, allowing mosses, ferns, firs, and spruce to thrive.","Ships, fish, rope, textiles, herbs.",8448.97107178871,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
23,Tolfalas,province,10,"Lebennin, the Place of Five Waters, is the rich, river-laced heartland of Gondor between the White Mountains and the Anduin, a fertile province of rolling fields, busy ports and Sea-lords whose fleets fight Corsairs and smugglers across the Bay of Belfalas.","This Lebennin object treats the province as the central Gondorian coastal heartland described in Sea-Lords of Gondor, suitable as a single climatic and cultural region node: sub-areas like Pelargir’s urban districts, Balimur Swamps or individual mountain valleys can be broken out later as separate region or site objects if you want finer resolution.[file:30]",,14749.4430137144,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
40,Tower Hills,province,26,"The Tower Hills, or Emyn Beraid, are a range of green, rolling hills located west of the Shire. On their highest crests stand three ancient Elven-towers built by Gil-galad, where the Elendil Stone (palantír) was guarded for millennia.","The Tower Hills are a tranquil, holy sanctuary where the Elves preserve ancient memories of the First Age.","Ancient relics, herbs, honey.",25756.3447817441,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
43,Trollshaws,province,35,"Rhudaur is the eastern successor state of Arnor, a rugged, sparsely settled land between the Ettenmoors, the Trollshaws and the Angle. It stretches from the Ettenmoors and Ettendales in the north down through the Pinefells and Trollshaws to the rolling lowlands between the rivers Mitheithel and Bruinen, forming a harsh frontier of jagged hills, evergreen forests, boggy vales and predator-haunted woodlands.","This object isolates Rhudaur as a region within Arnor: The Land, focusing on geographic subzones (Ettenmoors, Ettendales, Pinefells/Coldfells, Trollshaws, Coed Drug, Angle) and mapping the general Flora & Fauna of Eriador onto these specific landscapes. The key Rhudaur-specific ecological elements are the Pinefells evergreens, the Coed Drug ancient 'Evilwood', the losrandir herds and the concentration of Hill and Forest Trolls. Climate and hydrology are dominated by snow-fed highlands (Ettenmoors/Ettendales) and the swift Mitheithel, with constant winds limiting agriculture to narrow riverine bands.[file:132]","Hides, copper, mercenaries.",35598.1170304742,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
65,Vinyalas,province,24,"Lindon is the westernmost Elvish realm of Middle-earth, the remnant of Ossiriand that survived the War of Wrath. After the breaking and flooding of Beleriand, the Great Sea breached the Blue Mountains to form the Gulf of Lhûn, dividing Lindon into Forlindon (North Lindon) and Harlindon (South Lindon), with the River Lhûn as the eastern border against Arnor. Throughout the Second and early Third Age it is the principal Elven coastal realm and home of the Grey Havens (Mithlond). Geology consists of folded sedimentary rock (slate and sandstone) with rich iron lodes and abundant coal deposits in forlindon.","This Lindon work is an unlicensed, non-commercial fan-made Realm (version 3.2, 2023) rather than an original ICE product, but it is structured like a MERP Realm and synthesizes Tolkien canon with MERP-style material. For your Middle-earth-on-Europe map, Lindon should be treated as one macro-region with internal subregions (Forlindon, Harlindon, Rhûnlindon) sharing a maritime temperate climate, and Mithlond explicitly marked as a major harbor node. Climate numbers (temperature ranges and precipitation) from the Traveller’s Guide can be mapped directly onto your climate system for coastal vs mountain bands, while the Wandering Companies’ route description provides a canonical overland corridor from Imladris to the Grey Havens for your path and distance calculations.[file:99] Eerily beautiful remnants of Beleriand, characterized by rugged coastal hills, fertile valleys, and evergreen forests. A light rain, drizzle, or ethereal fog falls on most days of the year, allowing mosses, ferns, firs, and spruce to thrive.","Ships, fish, rope, textiles, herbs.",12504.795492816,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
61,Weather Hills,province,6,"Arthedain is the northern Dúnedain kingdom in Eriador, cradled between the Blue Mountains and the Misty Mountains and bounded by the rivers Lhûn and Baranduin, a cool, sparsely populated realm of rocky hills, downs, marshes, and the Shire, ruled from Fornost as the last Númenórean realm in the North in T.A. 1640.","This Arthedain object is meant to capture the realm as described around T.A. 1640 in Rangers of the North, with climate and landforms usable as a base layer for pathfinding, biome assignment and climate modeling; more focused regions like Angmar, Cardolan and Rhudaur are handled in their own supplements.[file:25]","Wool, grain, silver, copper, books.",11812.8311454773,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
41,West Rhudaur,province,35,"Rhudaur is the eastern successor state of Arnor, a rugged, sparsely settled land between the Ettenmoors, the Trollshaws and the Angle. It stretches from the Ettenmoors and Ettendales in the north down through the Pinefells and Trollshaws to the rolling lowlands between the rivers Mitheithel and Bruinen, forming a harsh frontier of jagged hills, evergreen forests, boggy vales and predator-haunted woodlands.","This object isolates Rhudaur as a region within Arnor: The Land, focusing on geographic subzones (Ettenmoors, Ettendales, Pinefells/Coldfells, Trollshaws, Coed Drug, Angle) and mapping the general Flora & Fauna of Eriador onto these specific landscapes. The key Rhudaur-specific ecological elements are the Pinefells evergreens, the Coed Drug ancient 'Evilwood', the losrandir herds and the concentration of Hill and Forest Trolls. Climate and hydrology are dominated by snow-fed highlands (Ettenmoors/Ettendales) and the swift Mitheithel, with constant winds limiting agriculture to narrow riverine bands.[file:132]","Hides, copper, mercenaries.",73857.3718279497,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
14,Westmarch,province,10,"Rohan is a beautiful territory and one of the jewels of the Gondorian crown, a wide land of rolling pastures and coombes dominated by the towering peaks of the White Mountains, home of the semi‑nomadic Horse‑lords who became the Rohirrim after T.A. 2510.","This region object focuses on Rohan in the Rohirric Age (T.A. 2510 onward), but the same land supports earlier Othod settlements; sub‑sites like Edoras, Helm’s Deep, and Dunharrow can be handled as separate site objects tied to this region.",,49608.9671970836,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
69,Wilderness of Arnor,province,37,"The High Pass (Cirith Forn en Andrath, S. 'High-climbing Pass of the North') cuts through the central Misty Mountains connecting Rivendell and Eriador in the west to the upper Anduin Vales and Rhovanion in the east. It encompasses the Orcish stronghold of Goblin-gate, the eyrie of the Great Eagles, the Northman market-town of Maethelburg, the western foothills of Rhudaur, and the broad river plain of the Anduin. Geology consists of limestone and granite with massive igneous basalt intrusions. western foothills consist of red sandstone, while eastern valleys contain oily black shale; rich in copper, iron, silver, gold, and mithril.","This module is centered on T.A. 1640 (primary time period), with additional adventures set in T.A. 2940 (time of The Hobbit, when Gollum is already in the caves and Thorin's company passes through) and F.A. 1. The fauna and flora data reflect the T.A. 1640 baseline. Goblin-gate's internal geography is partially procedurally generated (Random Features Table in the module) and not fully fixed on maps—only key route passages are mapped. The region connects westward to Rivendell/Eriador and eastward to northern Mirkwood via Maethelburg and the Old Ford, making it a critical chokepoint on the Misty Mountains.[file:88] The longest and highest mountain chain in the west, serving as a formidable glacial barrier between Eriador and Rhovanion. Heavy snows and glaciers cover peaks above 11,500 feet year-round. It is riddled with Orc-holds, Dwarven caverns, and the under-deeps.","Grain, hides, cattle, honey, amber, tin.",22499.5064061208,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
63,Wold,province,32,"Rohan is a beautiful territory and one of the jewels of the Gondorian crown, a wide land of rolling pastures and coombes dominated by the towering peaks of the White Mountains, home of the semi‑nomadic Horse‑lords who became the Rohirrim after T.A. 2510.","This region object focuses on Rohan in the Rohirric Age (T.A. 2510 onward), but the same land supports earlier Othod settlements; sub‑sites like Edoras, Helm’s Deep, and Dunharrow can be handled as separate site objects tied to this region.",,61494.4120556729,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
4,Woodland Realm,province,13,"Northern Mirkwood is the northern half of the great forest once known as Greenwood the Great, stretching between the Anduin, the Grey Mountains, the Withered Heath and the upper River Running, and including Thranduil’s woodland realm, the Long Lake, the Lonely Mountain and the Iron Hills.","This object treats Northern Mirkwood as the combined forest, mountain and river system north of the Men-i-Naugrim in T.A. 1640, including Thranduil’s woodland realm, the Grey Mountains, Long Lake, Erebor’s immediate environs and the Iron Hills; specific cities such as Lake-town and Dale can be modeled as separate site objects.","Silk, timber, jewelry, herbs, fruit.",67111.1502038567,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
37,Woodmen,province,23,"Southern Mirkwood and Southern Rhovanion form a wild, embattled region stretching from the Old Forest Road down to the Dagorlad and the Emyn Muil, dominated by the dark forest around Dol Guldur, the horse-plains of Talath Harroch, and the Anduin vales and Brown Lands that lie between Mirkwood and Gondor. Geology consists of primarily sedimentary strata of limestone and shale, with significant granite projections such as the cinder cone of amon lanc and the mountains of mirkwood.","This object treats Southern Mirkwood and Southern Rhovanion as a single strategic and ecological unit in T.A. 1640: the haunted southern forest around Dol Guldur, the Talath Harroch horse-plains, the Anduin vales and Brown Lands, and the human and inhuman powers contesting them; individual sites such as Woodmen-town, Rhosgobel, Thorontir and Dol Guldur’s detailed layouts can be represented as separate site objects if needed. The largest forest in western Endor, dominated by oaks, maples, elms, and conifers. It has fallen under a stagnant, heavy shadow since the Necromancer established Dol Guldur, making southern reaches twisted, dark, and home to giant spiders.","Lumber, hides, nuts, carved wooden boxes.",31225.7576278028,Tue May 26 2026 16:23:30 GMT-0300 (Argentina Standard Time)
